User,Comment,Time,Likes
@starkrush,"he basically said ""were""",6 years ago,2
@Sone418,Still laughing....,6 years ago,3
@starkrush,starkrush and who are you?...,6 years ago,1
@davidfortier6976,"I invented the four finger handstand back in 1980, I do a handstand on my index fingers and middle fingers only. Seriously the only reason this guy said AI is more of a threat than NK is for attention. I am known world wide and its not for writing science fiction.",6 years ago,1
@davidfortier6976,Everyone?  HA!  Two years ago I didn't know who he was.  And I still don't really care.,6 years ago,4
@torontobud8902,"You're pretty much right.  He isn't an inventor, he's an investment banker.",6 years ago,17
@LLLadySSS,"So, because he got 4.6b in funding for great revolutionary ideas(that, by the way, no one else was making, nor receiving subsidies for) he's an investment banker?I truly don't get jealous simpletons.",6 years ago,
@ZombieRommel,Kevin Toner ,6 years ago,13
@michaelannen4168,"The actual quote is, ""A few years ago, people were laughing at you.  Now, not so much!""  When Elon responds ""Ok."" it's not out of smugness.  He just doesn't know how to respond to that.  The interviewer basically tells him an obvious fact.",6 years ago,2
@Funymoney010,Like a boss,6 years ago,2
@InSaN3ViSioN,David Fortier and also a complete genius engineer changing the world for the better too. He said himself around 80% of what he does is engineering. Not to mention he is also a genius coder and innovative thinker.,6 years ago,
@fizzmo6740,"Driving is fun. Driving a Tesla is a rollercoaster ride,.",5 years ago,
@ok-vt5nl,yeets,5 years ago,
@samguapo4573,"30:50 isn't that speed up version of the landing video, how could it's a slow down like elon said?",5 years ago,2
@mrbest1981,"Fake news alert. That LA times article is fallacious in multiple levels. Tesla customers receive tax breaks and incentives, NOT Tesla. Tesla received tax breaks as well with cities, however those tax breaks are relevant only if you have income to tax. Tesla has been operating at a net loss to maximize growth. So nothing to tax or tax break there. Solar City did have some incentives but more on the tens of millions of dollars. Tesla did have a loan which they paid off in a span of several months. Way way before their deadline.Loans are not subsidies, tax breaks are not subsidies, most of all customers are NOT Tesla.",5 years ago,2
@tazerdduck5664,"34:02 Best part of the video... Interviewer: This is a scene you picture in 30 years time? 20 years time? People walking into this rocket...Elon Musk: I'm hopeful it's sort of an 8-10 year time frame, aspirationally, that's our target. Our internal targets are more aggressive, but I think...em yeah .....Me....",5 years ago,1
@tazerdduck5664,It's vodka not water ,5 years ago,1
@JB-pb7ue,"""Hello this is direct line Elon speaking how may i help you today?"" .....""I would like to insure my 1st generation flying car , fully comprehensive with windscreen cover for twelve months please"" ......Beep beep...Beep beep...Beep beep the other person has hung up , please try again......Beep beep...Beep beep...Beep beep ",5 years ago,
@hugomolinaOG, @uwotm8634 H,5 years ago,1
@hugomolinaOG, @Bimboms  well... Hes the only one trying. Guess he deserves that money and opportunity.,5 years ago,1
@adamschaeffer1436," @starkrush  you're a joke dude; quit the hating, you sound envious af. And u dont even know the man.",5 years ago,3
@goosegaming6548,"Can anyone answer the question of what impact digging all these tunnels will have on the existing infrastructure above it? He keeps saying you can have any number of layers of tunnels. But if you have ten layers of tunnels can you safely dig more under them? At what depth does one tunnel not impact the one above it? What kind of reinforcements are required to compensate for things like wet/sandy soil. Or what happens when you run into the inevitable water tables? Gas pockets, oil fields? What about sinkholes?  I love Elon's ideas but I think they reason they haven't been implemented until now is because it assumes a sort of ""consistency"" to the ground that is being tunneled that is quite frankly ignoring the fundamental inconsistency of the Earth's surface. I think he needs a team of geologists to address some of these problems before dumping $300 billion into a project that would only wind up being a swiss cheese of unfinished tunnels.",5 years ago,
@Mace-1191,Lol,5 years ago,1
@adamschaeffer1436, @adamschaeffer1436  he literally said 4-5 times the diameter of the tunnel.,5 years ago (edited),
@adamschaeffer1436," @Mace-1191  Yeah, 14', so what? I said how deep does one tunnel have to be in order to NOT impact the stability of the one above it? Fifty feet? A hundred? Is that a consistent number if the medium is hard rock or does it work for wet, sandy, oily, potentially fracked soil too? I don't care how wide it is I want to know realistically how many can be stacked on top of each other like he suggests.",5 years ago (edited),1
@adamschaeffer1436,"I think it's important if cars are going to be sliding down a tunnel at 130mph that the tunnels don't shift around too much in many varying conditions. He can't know that, because this is theoretical. Plus what works in LA might be a huge bust if he tries it in Chicago. I'm still curious what he plans to do when tunnels start filling up with water when they are buried in the middle of water tables. Also, does that then potentially pollute people's drinking water?? So many questions.",5 years ago,3
@Mace-1191,"Here's another question for his hyper loop. What happens when a pod carrying people in a vacuum  breaks open 500 feet down? Will anyone even notice if someone is suffocating to death while they are bopping along? What do they do? Turn off the vacuum and pump the tunnel full of air and hope it's fast enough before someone dies? Or just wait till a corpse shows up on the receiving end and say ""well, dang..."".",5 years ago,4
@adamschaeffer1436," @adamschaeffer1436  well he said that a tunnel that is currently built needs to be able to withstand the water table and by achieving that your inherently able to be a vacuum as the water table is 5-6 atmospheres whereas a vucuum or near vacuum is only 1 atmosphere, he has stated before hand that the tunnels are earthquake proof which is part of the reason they chose la, there are hundreds of tunnels already built in cities all over the world, he hasn't just sat down and said I'm going to build tunnels and see if it works even in la he's been given permission for a test tunnel. On the subject of if one blows open in a vacuum do you think they will just be down there running around blindly or have sensors warning systems maintenance etc ? Do you ask the same questions about the subway or trains in general or do you just accept it works because it's done so for longer than you or I have been alive, innovation is hard work and expensive it doesn't happen over night and one man doesn't have all the answers but he's one of a few people that are actively trying to improve peoples lives and continue the species go bang on bp's CEO and ask him what his plans are",5 years ago,
@jonathonhinkle89," @Mace-1191  Tunnels that can currently withstand the water table are lined with many feet of concrete. Maybe he's got a better plan to do that far underneath the surface. Transparent aluminum? I'm not pessimistic, I want to see it succeed. Just have many questions that aren't being answered in interviews or the company web site.",5 years ago,
@parker469a,subsidies that Tesla paid back with interest.  What about GM? BAZINGA,5 years ago,
@jeffholman2364,You can construct things to be earthquake resistant. Not sure what the upper limit on that is but I would assume they would have taken that into account before anything else. I know houses are required to be good up to a certain amount. I think it was one or two levels below the top of the chart.,5 years ago (edited),1
@britthill-noprodonwant6789,"Jared  ""...they didn't know he was receiving ~4.9 billion USD in government subsidies."" Although he ""wasn't"" - if you do combine the credits that his customers ""will"" get, with the tax deferrals that his companies are ""expected"" to get over the next 20 years, he should reach the $5 billion.Right now, his companies employ over 50,000 and he has over 350,000 customers, so if you combine that with the investments he talked about in just the next 10 years in this video its not much per transaction nor for the total gain. And that is not even being able to imagine the scale of the plans for the 10 (20 total) years after that.I worked with a company that built a major building in downtown Los Angeles in the 1980s. There was an old rail tunnel could have been accessed through the underground parking facility. When the Architects and builders asked the the city what they wanted to do, the city said there was no use planned for the tunnels so they could be sealed up. Perhaps you don't want an Elon Musk to solve anything on 'your "" behalf, but ""someone"" with a vision of using resources in the most viable ways overall, would be quite helpful.",5 years ago,
@sonofChrist9682," @PicturesqueGames  He doesnt have time to be an autocratic ruler (yet).        ""So, but but mmmaybe when the tunnels are, you know, are are finished, and then that extra 3% of time can be devoted to the idea of of, of sort of just building a second story of macroplasmic gases onto the sun. Think think of it as simply adding an upstairs floor to a house. Actually its quite similiar and we've already, sort of, drawn up the first set of, of blueprints. No permits though. No one will will look at our applications. So we figured out that if you made the sun twice a big then it will take us two years to, to get around it instead of one. So a day will take 48 hours and we'll live twice as long. So the idea is, if we finish the project in 5 years time, it will actually be completed 3 and 1/2 years and we will live till we are roughly 150 years old. ""Thats when Mr. Musk will retire and free up some time to run for office.....",5 years ago,
@vegass04,I know right straight G,5 years ago,1
@theguycalledhero,They are still laughing. This Boring company concept is complete BS and it was proven to be so by engineers.. A pure pipe dream by the man that likes the pipe.,5 years ago,
@theguycalledhero,ValadisPrime TV q,5 years ago,
@pavanbs6407,ValadisPrime,5 years ago,
@I-P-777,Kevin Toner but now he is the  man,5 years ago,1
@leonblythe5109,Times are changing.. very fast and we heading towards a Very scary time for humanity. No freedom - total control is the keywords.. People need to wake up before it is too late.,5 years ago,
@PowerPAOK," @Bimboms  absolutely agreed... I strongly believe the drill for oli to turn it into fuel for cars so as much as possible can be sold constantly, is way too short term... the applications for crude oil are emense! it shouldn't just be illegal for it to be wasted in the way it currently is, but it's utility must be maximised with an eye cast as far as it can be towards the future of the solar system and beyond! (I like that I get to say it like that here)",5 years ago,
@Domna7,"He's just like... ""oh they still are dude""",5 years ago (edited),1
